"","state","year","suicideRate","povertyPerventage","suicideZScore","povertyZScore"
"712","Rhode Island",2008,9.9,12.7,-0.847947571000178,0.0129625035658159
"713","Rhode Island",2009,10.8,13,-0.621209826434074,0.101107527813366
"714","Rhode Island",2010,12.3,14,-0.243313585490568,0.3949242753052
"715","Rhode Island",2011,8.9,13.4,-1.09987839829585,0.2186342268101
"716","Rhode Island",2012,9.5,13.6,-0.948719901918446,0.277397576308466
"717","Rhode Island",2013,12.2,13.5,-0.268506668220135,0.248015901559283
"718","Rhode Island",2014,10.1,11.3,-0.797561405541044,-0.398380942922751
"719","Rhode Island",2015,11.2,11.8,-0.520437495515806,-0.251472569176834
"720","Rhode Island",2016,11.2,11.4,-0.520437495515806,-0.368999268173568
"721","South Carolina",1999,10.5,11.7,-0.696789074622775,-0.280854243926018
"722","South Carolina",2000,11.1,11.1,-0.545630578245373,-0.457144292421118
"723","South Carolina",2001,11.4,15.1,-0.470051330056672,0.718122697546217
"724","South Carolina",2002,10.8,14.3,-0.621209826434074,0.48306929955275
"725","South Carolina",2003,11.5,12.7,-0.444858247327105,0.0129625035658159
"726","South Carolina",2004,11.3,14.9,-0.495244412786239,0.65935934804785
"727","South Carolina",2005,11.8,15,-0.369278999138403,0.688741022797033
"728","South Carolina",2006,11.8,11.2,-0.369278999138403,-0.427762617671935
"729","South Carolina",2007,11.6,14.1,-0.419665164597538,0.424305950054383
"730","South Carolina",2008,12,14,-0.318892833679269,0.3949242753052
"731","South Carolina",2009,13,13.7,-0.0669620063835988,0.30677925105765
"732","South Carolina",2010,13.5,16.9,0.0590034072642365,1.24699284303152
"733","South Carolina",2011,13.6,19,0.0841964899938035,1.86400801276437
"734","South Carolina",2012,13.7,16.7,0.10938957272337,1.18822949353315
"735","South Carolina",2013,14,15.9,0.184968820912072,0.953176095539684
"736","South Carolina",2014,15.2,16.5,0.487285813666876,1.12946614403478
"737","South Carolina",2015,14.8,14.3,0.386513482748609,0.48306929955275
"738","South Carolina",2016,15.7,14.1,0.613251227314712,0.424305950054383
"739","South Dakota",1999,13.7,7.7,0.10938957272337,-1.45612123389335
"740","South Dakota",2000,12.7,10.7,-0.1425412545723,-0.574670991417851
"741","South Dakota",2001,14,8.4,0.184968820912072,-1.25044951064907
"742","South Dakota",2002,12.3,11.5,-0.243313585490568,-0.339617593424384
"743","South Dakota",2003,13.5,12.7,0.0590034072642365,0.0129625035658159
"744","South Dakota",2004,14.8,13.5,0.386513482748609,0.248015901559283
"745","South Dakota",2005,15.4,11.8,0.537671979126011,-0.251472569176834
"746","South Dakota",2006,16,10.7,0.688830475503413,-0.574670991417851
"747","South Dakota",2007,12.5,9.4,-0.192927420031434,-0.956632763157235
"748","South Dakota",2008,15.7,13.1,0.613251227314712,0.130489202562549
"749","South Dakota",2009,16.3,14.1,0.764409723692115,0.424305950054383
"750","South Dakota",2010,17.5,13.6,1.06672671644692,0.277397576308466
"751","South Dakota",2011,15.7,14.5,0.613251227314712,0.541832649051117
"752","South Dakota",2012,16.8,12.8,0.89037513733995,0.0423441783149997
"753","South Dakota",2013,18,10.3,1.19269213009475,-0.692197690414584
"754","South Dakota",2014,17.1,12.8,0.965954385528651,0.0423441783149997
"755","South Dakota",2015,20.4,13.9,1.79732611560436,0.365542600556017
"756","South Dakota",2016,20.2,14.5,1.74693995014523,0.541832649051117
"757","Tennessee",1999,12.7,11.9,-0.1425412545723,-0.222090894427651
"758","Tennessee",2000,12.7,13.5,-0.1425412545723,0.248015901559283
"759","Tennessee",2001,12.2,14.1,-0.268506668220135,0.424305950054383
"760","Tennessee",2002,13.3,14.8,0.00861724180510258,0.629977673298667
"761","Tennessee",2003,12.9,14,-0.0921550891131658,0.3949242753052
"762","Tennessee",2004,13.2,15.9,-0.0165758409244648,0.953176095539684
"763","Tennessee",2005,14,14.9,0.184968820912072,0.65935934804785
"764","Tennessee",2006,14.1,14.9,0.210161903641639,0.65935934804785
"765","Tennessee",2007,13.4,14.8,0.0338103245346696,0.629977673298667
"766","Tennessee",2008,15.1,15,0.462092730937309,0.688741022797033
"767","Tennessee",2009,14.6,16.5,0.336127317289474,1.12946614403478
"768","Tennessee",2010,14.6,16.7,0.336127317289474,1.18822949353315
"769","Tennessee",2011,14.4,16.3,0.28574115183034,1.07070279453642
"770","Tennessee",2012,14.6,18.6,0.336127317289474,1.74648131376763
"771","Tennessee",2013,15.4,18.1,0.537671979126011,1.59957294002172
"772","Tennessee",2014,14.8,17.3,0.386513482748609,1.36451954202825
"773","Tennessee",2015,15.7,14.7,0.613251227314712,0.600595998549483
"774","Tennessee",2016,16.3,14.9,0.764409723692115,0.65935934804785
"775","Texas",1999,10.2,15.2,-0.772368322811477,0.7475043722954
"776","Texas",2000,10.2,15.5,-0.772368322811477,0.83564939654295
"777","Texas",2001,10.9,14.9,-0.596016743704507,0.65935934804785
"778","Texas",2002,11.1,15.6,-0.545630578245373,0.865031071292134
"779","Texas",2003,11.1,17,-0.545630578245373,1.2763745177807
"780","Texas",2004,10.7,16.5,-0.646402909163642,1.12946614403478
"781","Texas",2005,10.9,16.2,-0.596016743704507,1.04132111978723
"782","Texas",2006,10.3,16.4,-0.747175240081909,1.1000844692856
"783","Texas",2007,10.5,16.5,-0.696789074622775,1.12946614403478
"784","Texas",2008,10.8,15.9,-0.621209826434074,0.953176095539684
"785","Texas",2009,11.6,17.3,-0.419665164597538,1.36451954202825
"786","Texas",2010,11.8,18.4,-0.369278999138403,1.68771796426927
"787","Texas",2011,11.5,17.4,-0.444858247327105,1.39390121677743
"788","Texas",2012,11.9,17,-0.344085916408836,1.2763745177807
"789","Texas",2013,11.7,16.8,-0.394472081867971,1.21761116828233
"790","Texas",2014,12.2,16.4,-0.268506668220135,1.1000844692856
"791","Texas",2015,12.5,14.7,-0.192927420031434,0.600595998549483
"792","Texas",2016,12.6,13.8,-0.167734337301867,0.336160925806833
"793","Utah",1999,14,5.7,0.184968820912072,-2.04375472887702
"794","Utah",2000,14.7,7.6,0.361320400019041,-1.48550290864254
"795","Utah",2001,15.5,10.5,0.562865061855578,-0.633434340916218
"796","Utah",2002,16.2,9.9,0.739216640962547,-0.809724389411318
"797","Utah",2003,15.4,9.1,0.537671979126011,-1.04477778740479
"798","Utah",2004,17.2,10.1,0.991147468258218,-0.750961039912951
"799","Utah",2005,15.4,9.2,0.537671979126011,-1.0153961126556
"800","Utah",2006,16,9.3,0.688830475503413,-0.986014437906418
"801","Utah",2007,15.8,9.6,0.638444310044279,-0.897869413658868
"802","Utah",2008,15.9,7.6,0.663637392773846,-1.48550290864254
"803","Utah",2009,17.9,9.7,1.16749904736519,-0.868487738909685
"804","Utah",2010,18.3,10,1.26827137828346,-0.780342714662135
"805","Utah",2011,19.4,11,1.54539528830869,-0.486525967170301
"806","Utah",2012,21,11,1.94848461198177,-0.486525967170301
"807","Utah",2013,21.4,8.3,2.04925694290003,-1.27983118539825
"808","Utah",2014,20.5,10.2,1.82251919833393,-0.721579365163768
"809","Utah",2015,22.4,9.3,2.30118777019571,-0.986014437906418
"810","Utah",2016,21.8,8.6,2.1500292738183,-1.1916861611507
"811","Vermont",1999,10.3,9.6,-0.747175240081909,-0.897869413658868
"812","Vermont",2000,12.3,10,-0.243313585490568,-0.780342714662135
"813","Vermont",2001,11.4,9.7,-0.470051330056672,-0.868487738909685
"814","Vermont",2002,14.3,9.9,0.260548069100773,-0.809724389411318
"815","Vermont",2003,13,8.5,-0.0669620063835988,-1.22106783589989
"816","Vermont",2004,14.5,7.8,0.310934234559907,-1.42673955914417
"817","Vermont",2005,12.5,7.6,-0.192927420031434,-1.48550290864254
"818","Vermont",2006,12.2,7.8,-0.268506668220135,-1.42673955914417
"819","Vermont",2007,13.9,9.9,0.159775738182505,-0.809724389411318
"820","Vermont",2008,14.1,9,0.210161903641639,-1.07415946215397
"821","Vermont",2009,13,9.4,-0.0669620063835988,-0.956632763157235
"822","Vermont",2010,15.7,10.8,0.613251227314712,-0.545289316668668
"823","Vermont",2011,17.8,11.6,1.14230596463562,-0.310235918675201
"824","Vermont",2012,13,11.2,-0.0669620063835988,-0.427762617671935
"825","Vermont",2013,16.8,8.7,0.89037513733995,-1.16230448640152
"826","Vermont",2014,18.7,9.3,1.36904370920172,-0.986014437906418
"827","Vermont",2015,14.8,10.7,0.386513482748609,-0.574670991417851
"828","Vermont",2016,17.3,9.6,1.01634055098779,-0.897869413658868
"829","Virginia",1999,11.2,7.9,-0.520437495515806,-1.39735788439499
"830","Virginia",2000,10.8,8.3,-0.621209826434074,-1.27983118539825
"831","Virginia",2001,11,8,-0.57082366097494,-1.3679762096458
"832","Virginia",2002,10.9,9.9,-0.596016743704507,-0.809724389411318
"833","Virginia",2003,10.9,10,-0.596016743704507,-0.780342714662135
"834","Virginia",2004,10.9,9.4,-0.596016743704507,-0.956632763157235
"835","Virginia",2005,11.2,9.2,-0.520437495515806,-1.0153961126556
"836","Virginia",2006,11.1,8.6,-0.545630578245373,-1.1916861611507
"837","Virginia",2007,11.1,8.6,-0.545630578245373,-1.1916861611507
"838","Virginia",2008,11.8,10.3,-0.369278999138403,-0.692197690414584
"839","Virginia",2009,11.7,10.7,-0.394472081867971,-0.574670991417851
"840","Virginia",2010,11.7,10.7,-0.394472081867971,-0.574670991417851
"841","Virginia",2011,12.6,11.4,-0.167734337301867,-0.368999268173568
"842","Virginia",2012,12.7,10.6,-0.1425412545723,-0.604052666167035
"843","Virginia",2013,12.5,10.4,-0.192927420031434,-0.662816015665401
"844","Virginia",2014,12.9,10.2,-0.0921550891131658,-0.721579365163768
"845","Virginia",2015,12.7,10.9,-0.1425412545723,-0.515907641919484
"846","Virginia",2016,13.2,11.4,-0.0165758409244648,-0.368999268173568
"847","Washington",1999,14,9.6,0.184968820912072,-0.897869413658868
"848","Washington",2000,12.4,10.8,-0.218120502761001,-0.545289316668668
"849","Washington",2001,11.9,10.7,-0.344085916408836,-0.574670991417851
"850","Washington",2002,13.4,11,0.0338103245346696,-0.486525967170301
"851","Washington",2003,13.1,12.6,-0.0417689236540318,-0.0164191711833674
"852","Washington",2004,13.3,11.4,0.00861724180510258,-0.368999268173568
"853","Washington",2005,12.8,10.2,-0.117348171842733,-0.721579365163768
"854","Washington",2006,12.3,8,-0.243313585490568,-1.3679762096458
"855","Washington",2007,13.1,10.2,-0.0417689236540318,-0.721579365163768
"856","Washington",2008,13.2,10.4,-0.0165758409244648,-0.662816015665401
"857","Washington",2009,13.3,11.7,0.00861724180510258,-0.280854243926018
"858","Washington",2010,13.9,11.6,0.159775738182505,-0.310235918675201
"859","Washington",2011,14.3,12.5,0.260548069100773,-0.0458008459325506
"860","Washington",2012,14.5,11.6,0.310934234559907,-0.310235918675201
"861","Washington",2013,14.1,12,0.210161903641639,-0.192709219678467
"862","Washington",2014,15.2,12,0.487285813666876,-0.192709219678467
"863","Washington",2015,15.4,11.4,0.537671979126011,-0.368999268173568
"864","Washington",2016,14.9,11,0.411706565478176,-0.486525967170301
"865","West Virginia",1999,12.1,15.7,-0.293699750949702,0.894412746041317
"866","West Virginia",2000,13.2,14.7,-0.0165758409244648,0.600595998549483
"867","West Virginia",2001,15,16.4,0.436899648207743,1.1000844692856
"868","West Virginia",2002,14.9,16.8,0.411706565478176,1.21761116828233
"869","West Virginia",2003,14,17.4,0.184968820912072,1.39390121677743
"870","West Virginia",2004,15.4,14.2,0.537671979126011,0.453687624803566
"871","West Virginia",2005,13.2,15.4,-0.0165758409244648,0.806267721793767
"872","West Virginia",2006,14,15.3,0.184968820912072,0.776886047044584
"873","West Virginia",2007,15.7,14.8,0.613251227314712,0.629977673298667
"874","West Virginia",2008,13.7,14.5,0.10938957272337,0.541832649051117
"875","West Virginia",2009,13.1,15.8,-0.0417689236540318,0.923794420790501
"876","West Virginia",2010,14.1,16.8,0.210161903641639,1.21761116828233
"877","West Virginia",2011,15.9,17.5,0.663637392773846,1.42328289152662
"878","West Virginia",2012,17.1,16.7,0.965954385528651,1.18822949353315
"879","West Virginia",2013,16.4,17.3,0.789602806421681,1.36451954202825
"880","West Virginia",2014,18.1,20.6,1.21788521282432,2.3341148087513
"881","West Virginia",2015,17.4,14.5,1.04153363371735,0.541832649051117
"882","West Virginia",2016,19.3,18,1.52020220557913,1.57019126527253
"883","Wisconsin",1999,11.1,8.6,-0.545630578245373,-1.1916861611507
"884","Wisconsin",2000,10.9,9.3,-0.596016743704507,-0.986014437906418
"885","Wisconsin",2001,11.7,7.9,-0.394472081867971,-1.39735788439499
"886","Wisconsin",2002,11.3,8.6,-0.495244412786239,-1.1916861611507
"887","Wisconsin",2003,11.6,9.8,-0.419665164597538,-0.839106064160501
"888","Wisconsin",2004,11.9,12.4,-0.344085916408836,-0.0751825206817339
"889","Wisconsin",2005,11.6,10.2,-0.419665164597538,-0.721579365163768
"890","Wisconsin",2006,12,10.1,-0.318892833679269,-0.750961039912951
"891","Wisconsin",2007,12.7,11,-0.1425412545723,-0.486525967170301
"892","Wisconsin",2008,12.8,9.8,-0.117348171842733,-0.839106064160501
"893","Wisconsin",2009,12.5,10.8,-0.192927420031434,-0.545289316668668
"894","Wisconsin",2010,13.4,10.1,0.0338103245346696,-0.750961039912951
"895","Wisconsin",2011,12.8,13.1,-0.117348171842733,0.130489202562549
"896","Wisconsin",2012,12.4,11.4,-0.218120502761001,-0.368999268173568
"897","Wisconsin",2013,14.4,11,0.28574115183034,-0.486525967170301
"898","Wisconsin",2014,13.1,10.9,-0.0417689236540318,-0.515907641919484
"899","Wisconsin",2015,14.7,11.4,0.361320400019041,-0.368999268173568
"900","Wisconsin",2016,14.7,10.7,0.361320400019041,-0.574670991417851
"901","Wyoming",1999,20.3,11.6,1.7721330328748,-0.310235918675201
"902","Wyoming",2000,16.8,10.8,0.89037513733995,-0.545289316668668
"903","Wyoming",2001,16.4,8.7,0.789602806421681,-1.16230448640152
"904","Wyoming",2002,20.8,9,1.89809844652263,-1.07415946215397
"905","Wyoming",2003,21.8,9.8,2.1500292738183,-0.839106064160501
"906","Wyoming",2004,17.5,10,1.06672671644692,-0.780342714662135
"907","Wyoming",2005,17.3,10.6,1.01634055098779,-0.604052666167035
"908","Wyoming",2006,21.7,10,2.12483619108874,-0.780342714662135
"909","Wyoming",2007,19.3,10.9,1.52020220557913,-0.515907641919484
"910","Wyoming",2008,22.6,10.1,2.35157393565484,-0.750961039912951
"911","Wyoming",2009,20.4,9.2,1.79732611560436,-1.0153961126556
"912","Wyoming",2010,22.4,9.6,2.30118777019571,-0.897869413658868
"913","Wyoming",2011,23.2,10.7,2.50273243203224,-0.574670991417851
"914","Wyoming",2012,29.6,9.6,4.11508972672453,-0.897869413658868
"915","Wyoming",2013,21.5,11.8,2.0744500256296,-0.251472569176834
"916","Wyoming",2014,20.6,9.7,1.8477122810635,-0.868487738909685
"917","Wyoming",2015,28,9.8,3.71200040305146,-0.839106064160501
"918","Wyoming",2016,25.2,10.9,3.00659408662358,-0.515907641919484
